soc_code,Task ID,importance_norm,importance,Task
41-2021.00,693,0.575,3.3,Allocate equipment to participants in sporting events or recreational activities.
41-2031.00,694,0.96,4.84,Greet customers and ascertain what each customer wants or needs.
41-2031.00,700,0.9199999999999999,4.68,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires."
41-2031.00,698,0.895,4.58,Maintain records related to sales.
41-2031.00,697,0.8899999999999999,4.56,"Compute sales prices, total purchases, and receive and process cash or credit payment."
41-2031.00,712,0.8875,4.55,Prepare merchandise for purchase or rental.
41-2031.00,701,0.8825000000000001,4.53,Answer questions regarding the store and its merchandise.
41-2031.00,696,0.8700000000000001,4.48,"Maintain knowledge of current sales and promotions, policies regarding payment and exchanges, and security practices."
41-2031.00,695,0.855,4.42,"Open and close cash registers, performing tasks such as counting money, separating charge slips, coupons, and vouchers, balancing cash drawers, and making deposits."
41-2031.00,704,0.835,4.34,Prepare sales slips or sales contracts.
41-2031.00,706,0.8325,4.33,Demonstrate use or operation of merchandise.
41-2031.00,702,0.8325,4.33,"Describe merchandise and explain use, operation, and care of merchandise to customers."
41-2031.00,703,0.8200000000000001,4.28,"Ticket, arrange, and display merchandise to promote sales."
41-2031.00,711,0.81,4.24,Inventory stock and requisition new stock.
41-2031.00,708,0.8075000000000001,4.23,Exchange merchandise for customers and accept returns.
41-2031.00,714,0.7949999999999999,4.18,Estimate and quote trade-in allowances.
41-2031.00,709,0.7849999999999999,4.14,Bag or package purchases and wrap gifts.
41-2031.00,710,0.7849999999999999,4.14,Help customers try on or fit merchandise.
41-2031.00,699,0.77,4.08,Watch for and recognize security risks and thefts and know how to prevent or handle these situations.
41-2031.00,713,0.7425,3.97,"Sell or arrange for delivery, insurance, financing, or service contracts for merchandise."
41-2031.00,716,0.6875,3.75,"Estimate quantity and cost of merchandise required, such as paint or floor covering."
41-2031.00,705,0.685,3.74,Place special orders or call other stores to find desired items.
41-2031.00,707,0.675,3.7,"Clean shelves, counters, and tables."
41-2031.00,717,0.565,3.26,Rent merchandise to customers.
41-2031.00,715,0.5575,3.23,Estimate cost of repair or alteration of merchandise.
41-3021.00,720,0.8574999999999999,4.43,"Customize insurance programs to suit individual customers, often covering a variety of risks."
41-3021.00,721,0.8425,4.37,"Sell various types of insurance policies to businesses and individuals on behalf of insurance companies, including automobile, fire, life, property, medical and dental insurance, or specialized policies, such as marine, farm/crop, and medical malpractice."
41-3021.00,724,0.8075000000000001,4.23,"Explain features, advantages, and disadvantages of various policies to promote sale of insurance plans."
41-3021.00,728,0.7975000000000001,4.19,"Perform administrative tasks, such as maintaining records and handling policy renewals."
41-3021.00,723,0.7849999999999999,4.14,Seek out new clients and develop clientele by networking to find new customers and generate lists of prospective clients.
41-3021.00,718,0.7825,4.13,"Call on policyholders to deliver and explain policy, to analyze insurance program and suggest additions or changes, or to change beneficiaries."
41-3021.00,727,0.77,4.08,Confer with clients to obtain and provide information when claims are made on a policy.
41-3021.00,722,0.7649999999999999,4.06,"Interview prospective clients to obtain data about their financial resources and needs, the physical condition of the person or property to be insured, and to discuss any existing coverage."
41-3021.00,725,0.7625,4.05,Contact underwriter and submit forms to obtain binder coverage.
41-3021.00,729,0.75,4.0,Select company that offers type of coverage requested by client to underwrite policy.
41-3021.00,726,0.74,3.96,"Ensure that policy requirements are fulfilled, including any necessary medical examinations and the completion of appropriate forms."
41-3021.00,730,0.7325,3.93,Monitor insurance claims to ensure they are settled equitably for both the client and the insurer.
41-3021.00,731,0.725,3.9,Develop marketing strategies to compete with other individuals or companies who sell insurance.
41-3021.00,719,0.7125,3.85,Calculate premiums and establish payment method.
41-3021.00,735,0.7075,3.83,Plan and oversee incorporation of insurance program into bookkeeping system of company.
41-3021.00,733,0.6675,3.67,"Inspect property, examining its general condition, type of construction, age, and other characteristics, to decide if it is a good insurance risk."
41-3021.00,732,0.6425,3.57,"Attend meetings, seminars, and programs to learn about new products and services, learn new skills, and receive technical assistance in developing new accounts."
41-3021.00,734,0.585,3.34,Install bookkeeping systems and resolve system problems.
41-3021.00,736,0.58,3.32,Explain necessary bookkeeping requirements for customer to implement and provide group insurance program.
41-3041.00,737,0.8999999999999999,4.6,Collect payment for transportation and accommodations from customer.
41-3041.00,741,0.8925000000000001,4.57,"Plan, describe, arrange, and sell itinerary tour packages and promotional travel incentives offered by various travel carriers."
41-3041.00,738,0.8925000000000001,4.57,"Converse with customer to determine destination, mode of transportation, travel dates, financial considerations, and accommodations required."
41-3041.00,739,0.8925000000000001,4.57,"Compute cost of travel and accommodations, using calculator, computer, carrier tariff books, and hotel rate books, or quote package tour's costs."
41-3041.00,740,0.855,4.42,"Book transportation and hotel reservations, using computer terminal or telephone."
41-3041.00,743,0.825,4.3,"Print or request transportation carrier tickets, using computer printer system or system link to travel carrier."
41-3041.00,742,0.76,4.04,"Provide customer with brochures and publications containing travel information, such as local customs, points of interest, or foreign country regulations."
43-4171.00,744,0.9125000000000001,4.65,"Operate telephone switchboard to answer, screen, or forward calls, providing information, taking messages, or scheduling appointments."
43-4171.00,747,0.9099999999999999,4.64,"Greet persons entering establishment, determine nature and purpose of visit, and direct or escort them to specific destinations."
43-4171.00,751,0.8525,4.41,Schedule appointments and maintain and update appointment calendars.
43-4171.00,748,0.8400000000000001,4.36,Hear and resolve complaints from customers or the public.
43-4171.00,749,0.835,4.34,File and maintain records.
43-4171.00,745,0.8300000000000001,4.32,Receive payment and record receipts for services.
43-4171.00,746,0.8300000000000001,4.32,"Perform administrative support tasks, such as proofreading, transcribing handwritten information, or operating calculators or computers to work with pay records, invoices, balance sheets, or other documents."
43-4171.00,750,0.8274999999999999,4.31,"Transmit information or documents to customers, using computer, mail, or facsimile machine."
43-4171.00,756,0.7675000000000001,4.07,"Calculate and quote rates for tours, stocks, insurance policies, or other products or services."
43-4171.00,752,0.7549999999999999,4.02,Analyze data to determine answers to questions from customers or members of the public.
43-4171.00,755,0.745,3.98,"Collect, sort, distribute, or prepare mail, messages, or courier deliveries."
43-4171.00,758,0.7175,3.87,"Process and prepare memos, correspondence, travel vouchers, or other documents."
43-4171.00,753,0.71,3.84,"Provide information about establishment, such as location of departments or offices, employees within the organization, or services provided."
43-4171.00,754,0.6925,3.77,Keep a current record of staff members' whereabouts and availability.
43-4171.00,757,0.615,3.46,Take orders for merchandise or materials and send them to the proper departments to be filled.
43-4171.00,762,0.5625,3.25,"Perform duties, such as taking care of plants or straightening magazines to maintain lobby or reception area."
43-4171.00,759,0.5575,3.23,Schedule space or equipment for special programs and prepare lists of participants.
43-4171.00,760,0.5375,3.15,Enroll individuals to participate in programs and notify them of their acceptance.
43-4171.00,761,0.2975,2.19,"Conduct tours or deliver talks describing features of public facilities, such as a historic site or national park."
43-6012.00,764,0.8174999999999999,4.27,"Mail, fax, or arrange for delivery of legal correspondence to clients, witnesses, and court officials."
43-6012.00,765,0.8025,4.21,Receive and place telephone calls.
43-6012.00,766,0.7875000000000001,4.15,Schedule and make appointments.
43-6012.00,768,0.7825,4.13,"Organize and maintain law libraries, documents, and case files."
43-6012.00,767,0.7675000000000001,4.07,"Make photocopies of correspondence, documents, and other printed matter."
43-6012.00,769,0.68,3.72,"Assist attorneys in collecting information such as employment, medical, and other records."
43-6012.00,771,0.63,3.52,Draft and type office memos.
43-6012.00,774,0.615,3.46,"Complete various forms, such as accident reports, trial and courtroom requests, and applications for clients."
43-6012.00,773,0.5975,3.39,Submit articles and information from searches to attorneys for review and approval for use.
43-6012.00,772,0.54,3.16,Review legal publications and perform database searches to identify laws and court decisions relevant to pending cases.
43-6012.00,770,0.485,2.94,"Attend legal meetings, such as client interviews, hearings, or depositions, and take notes."
43-6013.00,777,0.9225000000000001,4.69,Answer telephones and direct calls to appropriate staff.
43-6013.00,775,0.9175,4.67,"Schedule and confirm patient diagnostic appointments, surgeries, or medical consultations."
43-6013.00,782,0.9099999999999999,4.64,"Operate office equipment, such as voice mail messaging systems, and use word processing, spreadsheet, or other software applications to prepare reports, invoices, financial statements, letters, case histories, or medical records."
43-6013.00,780,0.8975,4.59,"Interview patients to complete documents, case histories, or forms, such as intake or insurance forms."
43-6013.00,781,0.8875,4.55,"Maintain medical records, technical library, or correspondence files."
43-6013.00,779,0.8725,4.49,"Greet visitors, ascertain purpose of visit, and direct them to appropriate staff."
43-6013.00,776,0.8725,4.49,"Compile and record medical charts, reports, or correspondence, using typewriter or personal computer."
43-6013.00,787,0.8725,4.49,"Perform bookkeeping duties, such as credits or collections, preparing and sending financial statements or bills, and keeping financial records."
