jobtitle_norm,soc_candidates,match_type,match_score
software engineer trainee,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
software engineering,['15-1132.00'],fuzzy,100.0
software engineering manager,"['17-3012.02', '17-3022.00', '17-3023.03', '17-3025.00', '17-3029.00', '17-3029.02', '17-3031.01']",fuzzy,100.0
software engineering project,"['17-3012.02', '17-3022.00', '17-3023.03', '17-3025.00', '17-3029.00', '17-3029.02', '17-3031.01']",fuzzy,100.0
software executive,['43-6011.00'],fuzzy,100.0
software product manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
software test engineer,['15-1199.01'],exact,100.0
software trainee engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
software web developer,"['11-9021.00', '11-9141.00', '15-1132.00', '15-1133.00', '51-4062.00', '51-9151.00']",fuzzy,100.0
solution manager,['11-3071.03'],fuzzy,100.0
solutions architect,"['15-1132.00', '15-1143.00', '15-1199.02', '15-1199.06']",exact,100.0
solutions engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
solutions manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
sortation manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
sourcing manager,['11-3061.00'],exact,100.0
special customers services,"['43-4051.00', '43-4111.00', '43-4141.00']",fuzzy,90.56603773584905
special education aide,['25-9041.00'],exact,100.0
special education instructional facilitator,"['23-1022.00', '51-1011.00']",fuzzy,100.0
special education teacher,"['25-2051.00', '25-2052.00', '25-2053.00', '25-2054.00', '25-2059.00', '25-9041.00']",exact,100.0
special education teacher team at platteville high school,['11-9032.00'],fuzzy,100.0
specialist,"['13-1023.00', '41-9021.00']",exact,100.0
specialist purchasing,['43-3061.00'],fuzzy,100.0
sports analyst,"['27-3011.00', '27-3021.00', '27-3022.00']",exact,100.0
spring,['51-2099.00'],fuzzy,100.0
ssc financial administrative manager,"['13-1199.00', '43-3021.00', '43-3021.02', '43-4141.00', '43-6011.00', '43-6013.00', '43-6014.00']",fuzzy,100.0
ssp supervisor,"['11-1011.00', '11-9141.00', '21-1029.00', '41-1012.00', '47-1011.00', '51-1011.00', '53-1031.00']",fuzzy,100.0
staffing and recruiting supervisor,"['13-1071.00', '43-4161.00']",fuzzy,100.0
staffing coordinator,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
staffing manager,['11-3121.00'],exact,100.0
staffing supervisor,"['13-1071.00', '43-4161.00']",fuzzy,100.0
stage manager,"['27-2012.00', '27-2012.02']",exact,100.0
stagiaire en developpement commercial et marketing,"['11-2011.01', '11-2021.00', '13-1161.00']",fuzzy,100.0
stagiaire logistique distribution de vehicules,['43-5071.00'],fuzzy,100.0
stagiaire marketing et communication,['31-9099.01'],fuzzy,100.0
stagiaire planificatrice pa a,['29-1071.00'],fuzzy,100.0
state conservationist for technology and programs,"['19-1031.01', '19-1031.02', '19-4093.00']",fuzzy,100.0
state manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
state manager me nh vt,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
state representative,"['11-1031.00', '21-1029.00', '41-3011.00', '41-3099.00', '43-4199.00']",fuzzy,100.0
stock trader,"['13-1021.00', '41-3031.00']",exact,100.0
store coordinator,['43-5081.02'],exact,100.0
store manager,"['11-1011.00', '11-1021.00', '11-2022.00', '41-1011.00']",exact,100.0
store operations management,['43-6011.00'],fuzzy,100.0
strategic operations manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
strategist published media,['43-4121.00'],fuzzy,100.0
strategy,['55-1015.00'],fuzzy,100.0
strategy and development,"['11-3011.00', '11-3131.00', '11-9121.00', '11-9121.01', '11-9199.10', '13-1131.00', '13-1151.00', '19-2031.00', '19-2041.03', '51-8091.00']",fuzzy,100.0
strategy business development consultant analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
strategy policy and communications director,['27-3031.00'],fuzzy,100.0
student,['25-9041.00'],fuzzy,100.0
student advisor,['21-1012.00'],exact,100.0
student development supervisor,"['11-3011.00', '11-3131.00', '11-9121.00', '11-9121.01', '11-9199.10', '13-1131.00', '13-1151.00', '19-2031.00', '19-2041.03', '51-8091.00']",fuzzy,100.0
student recruitment and services representative,"['11-1031.00', '21-1029.00', '41-3011.00', '41-3099.00', '43-4199.00']",fuzzy,100.0
student trainer,"['13-1151.00', '39-2011.00']",fuzzy,100.0
student worker,['21-1093.00'],fuzzy,100.0
studio,['11-9199.00'],fuzzy,100.0
style consultant,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,100.0
subject matter expert technical,"['17-3029.12', '19-4041.01', '43-4121.00', '51-4122.00']",fuzzy,100.0
submarine division officer,"['11-2022.00', '11-9039.00', '11-9199.00']",fuzzy,100.0
substitute teacher,"['25-2022.00', '25-2031.00', '25-3099.00', '25-9041.00']",exact,100.0
subsurface data management,['15-1141.00'],fuzzy,100.0
subway sandwich artist,"['27-1012.00', '27-1013.00', '27-1014.00', '27-1024.00', '27-2042.01', '51-9071.07', '51-9195.05']",fuzzy,100.0
summer,['39-9032.00'],fuzzy,100.0
summer camp counselor,['39-9032.00'],exact,100.0
summer teaching fellow department of history,"['11-9071.00', '51-1011.00']",fuzzy,100.0
superintendent,"['11-3051.00', '11-9021.00', '11-9032.00', '11-9141.00', '33-1011.00', '47-1011.00', '49-1011.00', '51-1011.00']",exact,100.0
supervising,['11-9141.00'],fuzzy,100.0
supervisor,"['11-1011.00', '11-9141.00', '21-1029.00', '41-1012.00', '47-1011.00', '51-1011.00', '53-1031.00']",exact,100.0
supervisor 2 ap,"['11-1011.00', '11-9141.00', '21-1029.00', '41-1012.00', '47-1011.00', '51-1011.00', '53-1031.00']",fuzzy,100.0
supervisor administrativo,"['11-1011.00', '11-9141.00', '21-1029.00', '41-1012.00', '47-1011.00', '51-1011.00', '53-1031.00']",fuzzy,100.0
supervisor clinical operations medicare advantage braven health,"['19-1042.00', '21-1093.00', '29-2099.07', '31-1013.00', '31-1014.00', '31-9092.00']",fuzzy,100.0
supervisor de controle de qualidade,"['11-1011.00', '11-9141.00', '21-1029.00', '41-1012.00', '47-1011.00', '51-1011.00', '53-1031.00']",fuzzy,100.0
supervisor de desenvolvimento agronomico,"['11-1011.00', '11-9141.00', '21-1029.00', '41-1012.00', '47-1011.00', '51-1011.00', '53-1031.00']",fuzzy,100.0
supervisor de electrificacion rural,"['11-1011.00', '11-9141.00', '21-1029.00', '41-1012.00', '47-1011.00', '51-1011.00', '53-1031.00']",fuzzy,100.0
supervisor de producao agricola,"['11-1011.00', '11-9141.00', '21-1029.00', '41-1012.00', '47-1011.00', '51-1011.00', '53-1031.00']",fuzzy,100.0
supervisor del servicio de atencion al cliente,"['11-1011.00', '11-9141.00', '21-1029.00', '41-1012.00', '47-1011.00', '51-1011.00', '53-1031.00']",fuzzy,100.0
supervisor industrial,['51-1011.00'],fuzzy,100.0
supervisor real estate accounting,"['13-2081.00', '43-3021.02', '43-3031.00', '43-3051.00']",fuzzy,100.0
supplemental instruction leader,['51-1011.00'],fuzzy,100.0
supplemental instuction leader,['51-1011.00'],fuzzy,100.0
supply chain analyst,"['11-9199.04', '13-1081.02', '17-2112.00']",exact,100.0
supply chain deployment planner,"['13-1121.00', '17-1011.00', '17-1012.00', '19-3051.00', '19-3099.01', '19-4061.01', '43-5061.00']",fuzzy,100.0
supply planner,"['11-9199.04', '13-1081.00']",exact,100.0
support services,['11-9199.07'],fuzzy,100.0
support team,['55-1019.00'],fuzzy,100.0
surface landman,['11-9141.00'],fuzzy,100.0
swim instructor,"['27-2022.00', '33-9092.00', '39-9031.00']",exact,100.0
swing shift supervisor,"['33-1011.00', '33-1012.00', '39-1011.00', '41-1011.00', '51-1011.00']",fuzzy,100.0
switchboard operator,"['43-2011.00', '43-2021.00', '51-8012.00', '51-8091.00']",exact,100.0
system administrator,"['15-1141.00', '15-1142.00']",exact,100.0
system engineer,"['15-1133.00', '15-1199.06', '17-2161.00', '17-2199.06']",exact,100.0
system engineer cti,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
system engineer trainee,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
system integration director banking industry,"['11-9199.11', '15-1199.12', '19-2041.02', '19-3091.02', '27-2012.01', '27-2012.02', '27-2012.03', '27-4014.00', '27-4032.00', '41-1012.00']",fuzzy,100.0
system support specialist,"['13-1023.00', '41-9021.00']",fuzzy,100.0
systems administrator,['15-1142.00'],exact,100.0
systems analyst,"['15-1121.00', '15-1122.00', '15-1133.00', '15-1152.00', '15-2031.00', '17-3029.07', '19-1029.01']",exact,100.0
systems architect,"['15-1121.00', '15-1199.02']",exact,100.0
systems engineer,"['13-1081.01', '15-1121.00', '15-1133.00', '15-1143.01', '15-1152.00', '15-1199.01', '15-1199.02', '17-2011.00', '17-2061.00', '17-2071.00', '17-2072.00', '17-2072.01', '17-2112.00', '17-2141.00', '17-2141.02', '17-2161.00', '17-2199.02', '17-2199.05', '17-2199.06', '27-4014.00', '41-9031.00', '53-4011.00']",exact,100.0
systems engineer trainee,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
systems operations engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
systems programmer,['15-1131.00'],exact,100.0
systems programmer edi specialst,"['15-1131.00', '51-4012.00']",fuzzy,100.0
systems security engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
ta,"['25-1191.00', '51-4122.00']",exact,100.0
talent acquisition,['27-2012.04'],fuzzy,100.0
talent acquisition specialist,['13-2099.03'],fuzzy,100.0
talent engagement,['27-2012.04'],fuzzy,100.0
talent specialist global talent acquisition emea,['13-2099.03'],fuzzy,100.0
talent strategy consultant,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,100.0
tax,"['13-2011.02', '13-2081.00', '13-2082.00']",exact,100.0
tax accountant,"['13-2011.00', '13-2011.01', '13-2081.00']",exact,100.0
tax supervisor,"['11-1011.00', '11-9141.00', '21-1029.00', '41-1012.00', '47-1011.00', '51-1011.00', '53-1031.00']",fuzzy,100.0
teacher,"['25-1011.00', '25-1054.00', '25-1063.00', '25-1066.00', '25-1071.00', '25-1112.00', '25-1123.00', '25-1124.00', '25-1191.00', '25-1193.00', '25-1194.00', '25-1199.00', '25-2011.00', '25-2012.00', '25-2021.00', '25-2022.00', '25-2023.00', '25-2031.00', '25-2032.00', '25-2051.00', '25-2053.00', '25-2054.00', '25-3011.00', '25-3021.00', '25-9041.00', '39-9011.00']",exact,100.0
teacher librarian,"['25-4021.00', '43-4071.00']",fuzzy,100.0
teaching,"['25-1191.00', '25-9041.00']",exact,100.0
teaching department of art history,['27-1011.00'],fuzzy,100.0
teaching department of history,"['11-9071.00', '51-1011.00']",fuzzy,100.0
teaching department of religious studies,"['11-9071.00', '51-1011.00']",fuzzy,100.0
teaching for advanced programming in c,"['25-1191.00', '25-9041.00']",fuzzy,100.0
teaching institute of media informatics course digital media,['43-4121.00'],fuzzy,100.0
teaching institute of media informatics course user interface software,['43-4121.00'],fuzzy,100.0
teaching quantum physics,"['25-1191.00', '25-9041.00']",fuzzy,100.0
team,['29-1069.11'],fuzzy,100.0
team full stack developer,"['11-9021.00', '11-9141.00', '15-1132.00', '15-1133.00', '51-4062.00', '51-9151.00']",fuzzy,100.0
team leader,"['11-9199.00', '41-1012.00', '49-1011.00', '51-1011.00']",exact,100.0
team leader cpfr,['51-1011.00'],fuzzy,100.0
team manager internal sales,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
team member,['51-3011.00'],fuzzy,100.0
tech,['49-9021.01'],fuzzy,100.0
technical,"['17-3029.12', '19-4041.01', '43-4121.00', '51-4122.00']",exact,100.0
technical advisor,"['13-2052.00', '19-2041.01', '21-1012.00']",fuzzy,100.0
technical analyst,"['13-1111.00', '15-1121.00', '15-1152.00', '15-2031.00', '17-3029.07', '43-9111.00']",exact,100.0
technical architect,['15-1199.02'],exact,100.0
technical consultant,"['13-1199.00', '15-1121.00', '15-1132.00']",exact,100.0
technical executive,['43-6011.00'],fuzzy,100.0
technical expert,"['17-3029.12', '19-4041.01', '43-4121.00', '51-4122.00']",fuzzy,100.0
technical manager,['55-2012.00'],fuzzy,100.0
technical project manager,['15-1199.09'],exact,100.0
technical recruiter,['13-1071.00'],exact,100.0
technical relationship manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
technical sales,"['13-1199.06', '35-3022.01', '41-1012.00', '41-2011.00', '41-2022.00', '41-2031.00', '41-3021.00', '41-3031.02', '41-3099.00', '41-3099.01', '41-4011.07', '41-4012.00', '41-9099.00', '43-4011.00', '43-4151.00', '43-5081.01', '43-5081.02']",fuzzy,100.0
technical sales rep,"['13-1199.06', '35-3022.01', '41-1012.00', '41-2011.00', '41-2022.00', '41-2031.00', '41-3021.00', '41-3031.02', '41-3099.00', '41-3099.01', '41-4011.07', '41-4012.00', '41-9099.00', '43-4011.00', '43-4151.00', '43-5081.01', '43-5081.02']",fuzzy,100.0
technical service and application mgr,"['35-9011.00', '43-2021.00', '43-9199.00']",fuzzy,100.0
technical specialist,"['15-1142.00', '17-2141.02']",exact,100.0
technical supervisor,['49-1011.00'],exact,100.0
technical support engineer,"['15-1132.00', '15-1133.00', '15-1151.00', '17-2072.01']",exact,100.0
technical support specialist,"['15-1142.00', '15-1151.00', '15-1152.00', '15-1199.05', '49-2094.00']",exact,100.0
technical system analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
technician,"['15-1151.00', '17-3023.01', '17-3029.00', '17-3029.08', '19-4011.02', '29-2052.00', '31-9096.00', '31-9099.02', '37-2021.00', '49-2097.00', '49-3023.02', '49-9081.00']",exact,100.0
technicien,"['15-1151.00', '17-3023.01', '17-3029.00', '17-3029.08', '19-4011.02', '29-2052.00', '31-9096.00', '31-9099.02', '37-2021.00', '49-2097.00', '49-3023.02', '49-9081.00']",fuzzy,90.0
technology advisory financial services,['17-3029.07'],fuzzy,100.0
technology analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
technology support departments,['39-9021.00'],fuzzy,100.0
tecnical person,['51-2092.00'],fuzzy,100.0
teleagent and coach,"['21-1015.00', '27-2022.00']",fuzzy,100.0
teller,"['41-2011.00', '43-3071.00']",exact,100.0
territory account manager,"['11-2011.00', '11-2031.00', '11-3031.02', '11-3111.00', '13-1011.00', '13-2052.00', '41-3011.00', '41-3021.00', '41-3099.01', '41-4011.00', '41-4012.00', '41-9031.00', '43-4051.00', '43-5011.01']",fuzzy,100.0
territory sales representative,"['11-1031.00', '21-1029.00', '41-3011.00', '41-3099.00', '43-4199.00']",fuzzy,100.0
territory service officer,"['21-1029.00', '21-1092.00', '33-3021.05', '33-3051.01']",fuzzy,100.0
test,['17-2011.00'],fuzzy,100.0
test engineer,"['15-1132.00', '15-1133.00', '15-1199.01', '17-2011.00', '17-2021.00', '17-2071.00', '17-2072.00', '17-2131.00', '17-2141.00', '17-2171.00', '17-2199.06', '17-3027.01', '19-4099.01']",exact,100.0
test manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
test pilot,['53-2012.00'],exact,100.0
thought leader liaison,['51-1011.00'],fuzzy,100.0
trade accounting,"['13-2081.00', '43-3021.02', '43-3031.00', '43-3051.00']",fuzzy,100.0
trade accounting analyst,"['13-2081.00', '43-3021.02', '43-3031.00', '43-3051.00']",fuzzy,100.0
trade marketing officer,"['11-2011.01', '11-2021.00', '13-1161.00']",fuzzy,100.0
